,브랜드,모델,세부등급,가격,연식,주행거리,연료,변속기,연비,차종,배기량,색상,세금미납,압류,저당,보험사고정보,전손이력,침수이력,용도이력,소유자변경,연평균주행거리,썬루프,내비게이션,오토라이트,주차감지센서,가죽시트,열선시트,전동접이사이드미러,크루즈컨트롤,알루미늄휠,스마트키,통풍시트,하이패스룸밀러,블루투스,타이어공기압장치,레인선서와이퍼,핸들열선,차선이탈경보,사이드n커튼에어백,가격표준화
93,기아,모닝,터보 프레스티지,9900000,17,10500,가솔린,오토,16.7,경차,998,흰색,0,없음,없음,사고없음,없음,없음,없음,0,짧음,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1.6824032872321355
94,기아,모닝,LX 고급형 블랙프리미엄,3000000,10,75431,가솔린,오토,16.7,경차,998,회색,0,없음,없음,사고있음,없음,없음,없음,1,짧음,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,-0.8581059197428436
95,기아,모닝,LX 기본형,1900000,8,113800,가솔린,오토,19.4,경차,0,은색,0,없음,없음,사고있음,없음,없음,없음,6,보통,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-1.263114633898275
96,기아,모닝,프레스티지,9990000,18,21541,가솔린,오토,16.7,경차,998,베이지,0,없음,없음,사고있음,없음,없음,없음,0,보통,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1.7155403638448525
97,기아,모닝,럭셔리,7300000,16,39493,가솔린,오토,16.7,경차,987,진주색,0,없음,없음,사고없음,없음,없음,없음,0,보통,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0.725109962864752
98,기아,모닝,SLX 고급형 블랙프리미엄,3800000,11,76231,가솔린,오토,16.7,경차,0,회색,0,없음,없음,사고있음,없음,없음,없음,4,보통,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,-0.5635541276298025
99,기아,모닝,프레스티지,9990000,17,21805,가솔린,오토,15.3,경차,998,검정,0,2 건,1 건,사고있음,없음,없음,없음,0,짧음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7155403638448525
100,기아,모닝,럭셔리,6000000,12,62126,가솔린,오토,16.7,경차,998,진주색,0,없음,없음,사고없음,없음,없음,없음,3,짧음,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0.24646330068106037
101,기아,모닝,디럭스,7700000,17,25873,가솔린,오토,16.0,경차,998,흰색,0,없음,없음,사고없음,없음,없음,있음,1,보통,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.8723858589212725
102,기아,모닝,디럭스,7500000,17,13388,가솔린,오토,16.0,경차,998,은색,0,없음,없음,사고없음,없음,없음,있음,1,짧음,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.7987479108930123
103,기아,모닝,디럭스 스페셜,7200000,12,38333,가솔린,오토,17.0,경차,998,회색,0,없음,없음,사고없음,없음,없음,없음,1,짧음,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.6882909888506219
104,기아,모닝,디럭스,6900000,17,38751,가솔린,오토,16.0,경차,998,흰색,0,없음,없음,사고있음,없음,없음,있음,2,많음,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.5778340668082316
105,기아,모닝,럭셔리 스포츠,4990000,12,90524,가솔린,오토,16.7,경차,1000,검정색,0,없음,없음,사고있음,없음,없음,없음,4,보통,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,-0.12540833686165395
106,기아,모닝,2인승밴 고급형,5900000,17,26223,가솔린,오토,16.7,경차,0,흰색,0,없음,없음,사고없음,없음,없음,있음,0,보통,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20964432666693023
107,기아,모닝,디럭스,7500000,17,21229,가솔린,오토,16.0,경차,998,진주색,0,없음,없음,사고없음,없음,없음,있음,1,짧음,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.7987479108930123
